Facility Number,Facility Name,Region,District,Council,Facility Type
10887409,Ntungwa,Songwe,Momba,Momba DC,Dispensary
10661508,Ntuntu,Singida,Ikungi,Ikungi DC,Dispensary
10661606,Ntwike,Singida,Iramba,Iramba DC,Dispensary
10661704,Ntyuka,Dodoma,Dodoma,Dodoma MC,Dispensary
10661900,Nundu,Shinyanga,Kahama,Msalala DC,Dispensary
10661802,Nundu,Njombe,Njombe,Njombe TC,Dispensary
10662008,Nundwe,Iringa,Mufindi,Mufindi DC,Dispensary
11052709,Nunge,Dar es Salaam,Kigamboni,Kigamboni MC,Dispensary
11162109,Nur Fa Eye Centre,Dar es Salaam,Temeke,Temeke MC,Clinic - Optometry Clinic
11134505,Nuraifo,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
11060004,Nurraifo Mbezi,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
10662605,Nurraifo Wazo,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
11261109,Nuru,Mbeya,Mbeya,Mbeya CC,Health Labs
11275005,Nuru,Morogoro,Mvomero,Mvomero DC,Health Labs - Level IA2 (Dispensary Laboratory)
11334308,Nuru,Mwanza,Ilemela,Ilemela MC,Health Labs - Level IA2 (Dispensary Laboratory)
11152708,Nuru,Dar es Salaam,Temeke,Temeke MC,Clinic - Polyclinic
10662909,Nyabange Gvt,Mara,Butiama,Butiama DC,Dispensary
10663007,Nyabange KMT,Mara,Butiama,Butiama DC,Dispensary
10663105,Nyabibuye,Kigoma,Kakonko,Kakonko DC,Dispensary
10663203,Nyabilezi,Geita,Chato,Chato DC,Dispensary
10663301,Nyabinda,Kilimanjaro,Mwanga,Mwanga DC,Dispensary
11079708,NYABISAGA,Mara,Tarime,Tarime DC,Dispensary
10663409,Nyabitaka,Kigoma,Kibondo,Kibondo DC,Dispensary
10663506,Nyabiyonza,Kagera,Karagwe,Karagwe DC,Dispensary
10663604,Nyabugera,Geita,Chato,Chato DC,Dispensary
10663702,Nyabugombe,Kagera,Biharamulo,Biharamulo DC,Dispensary
10663908,Nyabula,Iringa,Iringa,Iringa DC,Dispensary
10664006,Nyabumhanda,Mwanza,Misungwi,Misungwi DC,Dispensary
10664104,Nyaburundu,Mara,Bunda,Bunda DC,Dispensary
10664202,Nyabusozi,Kagera,Biharamulo,Biharamulo DC,Health Center
10664408,Nyachenda,Kigoma,Kasulu,Kasulu DC,Dispensary
11356506,Nyachiro,Morogoro,Morogoro,Morogoro DC,Dispensary
11192504,NYAGA,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
11266701,Nyagatwa,Morogoro,Morogoro,Morogoro DC,Health Labs
10664505,Nyagwijima,Kigoma,Kakonko,Kakonko DC,Dispensary
10664603,Nyahiti,Mwanza,Misungwi,Misungwi DC,Dispensary
10664701,Nyahongo,Mara,Rorya,Rorya DC,Dispensary
10664809,Nyahua,Tabora,Sikonge,Sikonge DC,Dispensary
10664907,Nyaishozi,Kagera,Karagwe,Karagwe DC,Dispensary
10669608,Nyakabale,Geita,Geita,Geita TC,Dispensary
10867001,Nyakabanga,Kagera,Bukoba,Bukoba DC,Dispensary
10665103,Nyakabanga,Kagera,Karagwe,Karagwe DC,Dispensary
10932306,Nyakabango,Kagera,Muleba,Muleba DC,Dispensary
10665309,Nyakaduha,Geita,Geita,Geita DC,Dispensary
11178101,Nyakafumbe,Kigoma,Buhigwe,Buhigwe DC,Dispensary
10665407,Nyakafuru,Geita,Mbogwe,Mbogwe DC,Dispensary
10892402,Nyakagoyagoye,Kagera,Karagwe,Karagwe DC,Dispensary
10665504,Nyakagwe,Geita,Geita,Geita DC,Dispensary
10665602,Nyakahanga,Kagera,Karagwe,Karagwe DC,Hospital - Council Designated Hospital
10665700,Nyakahoja,Mwanza,Nyamagana,Nyamagana MC,Dispensary
11393609,Nyakahongora,Geita,Geita,Geita TC,Dispensary
10665808,Nyakahura,Kagera,Biharamulo,Biharamulo DC,Health Center
10665906,Nyakaiga,Kagera,Karagwe,Karagwe DC,Hospital - Hospital at District Level
10666004,Nyakanazi,Kagera,Biharamulo,Biharamulo DC,Health Center
10666102,Nyakarilo,Mwanza,Sengerema,Buchosa DC,Health Center
10666200,Nyakasanda,Kigoma,Kibondo,Kibondo DC,Dispensary
10666308,Nyakasimbi,Kagera,Karagwe,Karagwe DC,Dispensary
10666406,Nyakasungwa,Mwanza,Sengerema,Buchosa DC,Dispensary
10666503,Nyakatende,Mara,Musoma,Musoma DC,Dispensary
10666601,Nyakatera,Kagera,Kyerwa,Kyerwa DC,Dispensary
10666807,Nyakato,Mara,Musoma,Musoma MC,Dispensary
11096306,Nyakato,Mwanza,Ilemela,Ilemela MC,Dispensary
10667101,Nyakatuntu,Kagera,Kyerwa,Kyerwa DC,Dispensary
10667209,Nyakavangala,Iringa,Iringa,Iringa DC,Dispensary
11206802,Nyakayanja,Kagera,Karagwe,Karagwe DC,Health Center
10667307,Nyakayenzi,Kigoma,Kakonko,Kakonko DC,Dispensary
11165106,Nyakazombe,Mbeya,Mbarali,Mbarali DC,Dispensary
10667405,Nyakibimbili,Kagera,Bukoba,Bukoba DC,Dispensary
10667502,Nyakimue,Kigoma,Buhigwe,Buhigwe DC,Dispensary
10667600,Nyakinyo,Pwani,Rufiji,Kibiti DC,Dispensary
10667708,Nyakipambo,Iringa,Mufindi,Mufindi DC,Dispensary
10667806,Nyakisasa,Kagera,Ngara,Ngara DC,Dispensary
10667904,Nyakitono,Mara,Serengeti,Serengeti DC,Dispensary
10668002,Nyakitonto,Kigoma,Kasulu,Kasulu DC,Health Center
10668100,Nyaluhande,Simiyu,Busega,Busega DC,Dispensary
11150504,Nyalwanzaja,Geita,Geita,Geita DC,Dispensary
10668404,Nyalwela,Mbeya,Mbeya,Mbeya DC,Dispensary
10668501,Nyalwelwe,Shinyanga,Kahama,Ushetu DC,Dispensary
10668609,Nyamabuye,Kigoma,Buhigwe,Buhigwe DC,Dispensary
10668707,Nyamadoke,Mwanza,Sengerema,Buchosa DC,Dispensary
10668805,Nyamagana,Mwanza,Nyamagana,Nyamagana MC,Hospital - District Hospital
10668903,Nyamagaro,Mara,Rorya,Rorya DC,Dispensary
10669001,Nyamahana,Iringa,Iringa,Iringa DC,Dispensary
10669109,Nyamahanga,Kagera,Biharamulo,Biharamulo DC,Dispensary
10669207,Nyamahwa,Kagera,Ngara,Ngara DC,Dispensary
10669305,Nyamainza,Mwanza,Misungwi,Misungwi DC,Dispensary
10669403,Nyamakuyu,Mbeya,Mbarali,Mbarali DC,Dispensary
10669500,Nyamalapa,Simiyu,Itilima,Itilima DC,Dispensary
11390602,Nyamalembo,Geita,Geita,Geita TC,Dispensary
10669706,Nyamalimbe,Geita,Geita,Geita DC,Dispensary
10669804,Nyamalogo,Shinyanga,Shinyanga,Shinyanga DC,Dispensary
10669902,Nyamanga,Mwanza,Ukerewe,Ukerewe DC,Dispensary
10670008,Nyamasanda,Mara,Rorya,Rorya DC,Dispensary
11251405,Nyamatanga,Pwani,Rufiji,Kibiti DC,Health Center
10670106,Nyamatare,Mara,Musoma,Musoma MC,Dispensary
10670302,Nyamato,Pwani,Mkuranga,Mkuranga DC,Dispensary
10670507,Nyamatoke,Mara,Serengeti,Serengeti DC,Dispensary
10670400,Nyamatoke,Mara,Bunda,Bunda TC,Dispensary
10670605,Nyamatongo,Mwanza,Sengerema,Sengerema DC,Dispensary
10670703,Nyamazugo,Mwanza,Sengerema,Sengerema DC,Dispensary
11082909,Nyamazugo Prinmat,Mwanza,Sengerema,Sengerema DC,Maternity Home
10982706,Nyambale,Kagera,Biharamulo,Biharamulo DC,Dispensary
10670801,Nyambili,Pwani,Rufiji,Kibiti DC,Dispensary
10671007,Nyambiti,Mwanza,Kwimba,Kwimba DC,Health Center
10670909,Nyambiti,Geita,Chato,Chato DC,Dispensary
11337500,Nyambiti,Mwanza,Ilemela,Ilemela MC,Health Labs - Level IA2 (Dispensary Laboratory)
10671105,Nyambono,Mara,Musoma,Musoma DC,Dispensary
10671203,Nyambori,Mara,Rorya,Rorya DC,Dispensary
10671301,Nyambula,Shinyanga,Kahama,Kahama TC,Dispensary
11257301,Nyambuna,Mara,Tarime,Tarime TC,Health Labs - Level III single purpose Health Laboratory
10671409,Nyambunda,Pwani,Rufiji,Kibiti DC,Dispensary
10671506,Nyamburi,Mara,Serengeti,Serengeti DC,Dispensary
10671604,Nyambuyi,Mwanza,Kwimba,Kwimba DC,Dispensary
11394403,Nyamerambaro,Mara,Tarime,Tarime DC,Dispensary
10671800,Nyamhongolo,Mwanza,Ilemela,Ilemela MC,Dispensary
10671908,Nyamhoza,Kigoma,Kigoma,Kigoma DC,Dispensary
11335209,Nyamhuge,Mwanza,Ilemela,Ilemela MC,Health Labs - Level IA2 (Dispensary Laboratory)
10672006,Nyamiaga,Kagera,Ngara,Ngara DC,Hospital - Hospital at District Level
10672104,Nyamidaho,Kigoma,Kasulu,Kasulu DC,Health Center
10672202,Nyamigamba,Mwanza,Kwimba,Kwimba DC,Dispensary
10672300,Nyamigogo,Kagera,Biharamulo,Biharamulo DC,Dispensary
10672408,Nyamijundu,Mwanza,Misungwi,Misungwi DC,Dispensary
10672505,Nyamika,Mara,Butiama,Butiama DC,Dispensary
10672809,Nyamikoma,Mwanza,Kwimba,Kwimba DC,Dispensary
10672603,Nyamikoma,Simiyu,Busega,Busega DC,Dispensary
10672701,Nyamikoma,Simiyu,Bariadi,Bariadi DC,Dispensary
10673005,Nyamilama,Mwanza,Kwimba,Kwimba DC,Health Center
10966706,Nyamilyango,Geita,Geita,Geita DC,Dispensary
11213705,Nyaminje,Shinyanga,Kahama,Msalala DC,Dispensary
10673103,Nyaminywili,Pwani,Rufiji,Rufiji DC,Health Center
10673201,Nyamiranda,Kagera,Muleba,Muleba DC,Dispensary
10673309,Nyamirembe,Geita,Chato,Chato DC,Dispensary
10673407,Nyamisati,Pwani,Rufiji,Kibiti DC,Dispensary
10673504,Nyamisingisi,Mara,Serengeti,Serengeti DC,Dispensary
10673602,Nyamisisi,Mara,Butiama,Butiama DC,Dispensary
10673700,Nyamisivyi,Kigoma,Kibondo,Kibondo DC,Dispensary
10673808,Nyamitita,Mara,Serengeti,Serengeti DC,Dispensary
10673906,Nyamiyaga,Kagera,Kyerwa,Kyerwa DC,Dispensary
10674004,Nyamizeze,Mwanza,Sengerema,Sengerema DC,Dispensary
10875804,Nyamnyusi,Kigoma,Kasulu,Kasulu DC,Dispensary
10674308,Nyamongo,Mara,Tarime,Tarime DC,Health Center
10674503,Nyampande,Mwanza,Sengerema,Sengerema DC,Dispensary
10674601,Nyamswa,Simiyu,Bariadi,Bariadi DC,Dispensary
10674709,Nyamtelela,Mwanza,Sengerema,Sengerema DC,Dispensary
10674807,Nyamtukuza,Kigoma,Kakonko,Kakonko DC,Dispensary
10671702,Nyamugali,Kigoma,Buhigwe,Buhigwe DC,Dispensary
11301101,Nyamuhuma,Kigoma,Kigoma,Kigoma Ujiji MC,Health Labs - Level IA2 (Dispensary Laboratory)
10675003,Nyamusi,Mara,Rorya,Rorya DC,Dispensary
10675209,Nyamwage,Pwani,Rufiji,Rufiji DC,Dispensary
11393306,Nyamwigura,Mara,Tarime,Tarime DC,Dispensary
11150700,Nyamwilolelwa,Geita,Geita,Geita DC,Dispensary
10675405,Nyamwilolelwa,Mwanza,Ilemela,Ilemela MC,Dispensary
11250308,Nyamwimbe,Pwani,Rufiji,Kibiti DC,Dispensary
10677305,Nyan'goro,Iringa,Iringa,Iringa DC,Dispensary
10675600,Nyanchabakenye,Mara,Rorya,Rorya DC,Dispensary
10675708,Nyanchenche,Mwanza,Sengerema,Sengerema DC,Dispensary
10675904,Nyandekwa,Tabora,Igunga,Igunga DC,Dispensary
10676100,Nyandira,Morogoro,Mvomero,Mvomero DC,Dispensary
10676805,Nyang'holongo,Geita,Mbogwe,Mbogwe DC,Dispensary
10676903,Nyang'homango,Mwanza,Misungwi,Misungwi DC,Dispensary
10677001,Nyang'hwale,Geita,Nyang'hwale,Nyang'hwale DC,Health Center
11450404,Nyang'hwale,Geita,Nyang'hwale,Nyang'hwale DC,Hospital - District Hospital
11224800,Nyanga,Kagera,Bukoba,Bukoba MC,Dispensary
10676306,Nyangalamila,Geita,Nyang'hwale,Nyang'hwale DC,Dispensary
10676208,Nyangalamila,Mwanza,Sengerema,Buchosa DC,Dispensary
10676404,Nyangamara,Lindi,Lindi,Lindi DC,Health Center
10676501,Nyanganga,Kigoma,Uvinza,Uvinza DC,Dispensary
10764309,Nyangao,Lindi,Lindi,Lindi DC,Hospital - Council Designated Hospital
10676609,Nyange,Kigoma,Kibondo,Kibondo DC,Dispensary
10676707,Nyangere,Mara,Bunda,Bunda DC,Dispensary
10967304,Nyangokolwa,Simiyu,Bariadi,Bariadi TC,Dispensary
10677403,Nyangoto,Mara,Tarime,Tarime DC,Health Center
11484805,Nyangoto CADA,Mara,Tarime,Tarime DC,Dispensary
11336306,Nyanguge,Mwanza,Magu,Magu DC,Health Labs - Level IA2 (Dispensary Laboratory)
10677500,Nyanguge,Mwanza,Magu,Magu DC,Health Center
11135906,Nyanguge Prinmat,Mwanza,Magu,Magu DC,Maternity Home
11208604,Nyanguku,Geita,Geita,Geita TC,Dispensary
10677706,Nyanhong'he,Mwanza,Kwimba,Kwimba DC,Dispensary
10677902,Nyanhwiga,Geita,Mbogwe,Mbogwe DC,Dispensary
10678000,Nyanjati,Pwani,Rufiji,Kibiti DC,Dispensary
10678108,Nyankanga,Mara,Butiama,Butiama DC,Dispensary
11002602,Nyankende,Shinyanga,Kahama,Ushetu DC,Dispensary
10678206,Nyankere,Kagera,Missenyi,Missenyi DC,Dispensary
10678304,Nyankomogo,Mara,Serengeti,Serengeti DC,Dispensary
10678402,Nyankoronko,Kigoma,Buhigwe,Buhigwe DC,Dispensary
10678509,Nyankumbu,Geita,Geita,Geita TC,Health Center
11457103,Nyankumbu Girls,Geita,Geita,Geita TC,Dispensary
10678803,Nyansurura,Mara,Serengeti,Serengeti DC,Dispensary
10678901,Nyantakara,Kagera,Biharamulo,Biharamulo DC,Dispensary
11235308,Nyantakubwa,Mwanza,Sengerema,Sengerema DC,Dispensary
10679009,Nyantimba,Geita,Chato,Chato DC,Dispensary
10679107,Nyantira,Mara,Tarime,Tarime DC,Dispensary
11380007,NYANUNGU,Mara,Tarime,Tarime DC,Dispensary
10679205,Nyanyembe VA,Iringa,Mufindi,Mufindi DC,Dispensary
11132400,Nyanza,Mwanza,Ilemela,Ilemela MC,Health Center
11455203,Nyanza,Mwanza,Misungwi,Misungwi DC,Dispensary
10679401,Nyanza,Simiyu,Meatu,Meatu DC,Dispensary
10679606,Nyanzenda,Mwanza,Sengerema,Buchosa DC,Dispensary
10679704,Nyanzige,Kigoma,Kakonko,Kakonko DC,Health Center
11135700,Nyanzumla,Mwanza,Sengerema,Sengerema DC,Dispensary
10679900,Nyanzwa,Iringa,Kilolo,Kilolo DC,Dispensary
10680006,Nyarero,Mara,Tarime,Tarime DC,Health Center
10680104,Nyarombo,Mara,Rorya,Rorya DC,Health Center
10680202,Nyarubanda,Kigoma,Kigoma,Kigoma DC,Dispensary
10961809,Nyarubele,Geita,Nyang'hwale,Nyang'hwale DC,Dispensary
10680300,Nyaruboza,Kigoma,Buhigwe,Buhigwe DC,Dispensary
10680505,Nyarugunga,Kigoma,Kibondo,Kibondo DC,Dispensary
11286100,Nyarugusu,Geita,Geita,Geita DC,Health Labs - Level IA2 (Dispensary Laboratory)
10680809,Nyarugusu,Kigoma,Kibondo,Kibondo DC,Dispensary
11022902,Nyarugusu,Kigoma,Kasulu,Kasulu DC,Dispensary
10680603,Nyarugusu,Geita,Geita,Geita DC,Health Center
10680907,Nyarugusu Refugee Camp,Kigoma,Kasulu,Kasulu DC,Health Center
10668208,Nyarulama,Kagera,Ngara,Ngara DC,Dispensary
11058106,Nyarutanga,Morogoro,Morogoro,Morogoro DC,Dispensary
11463800,Nyarutembo,Geita,Chato,Chato DC,Health Center
11393100,Nyaruyeye,Geita,Geita,Geita DC,Dispensary
10681201,Nyaruyoba,Kigoma,Kibondo,Kibondo DC,Dispensary
10681309,Nyarwana,Mara,Tarime,Tarime DC,Health Center
10681407,Nyasa,Tabora,Kaliua,Kaliua DC,Dispensary
11319904,Nyasa,Tabora,Nzega,Nzega TC,Health Labs - Level IA2 (Dispensary Laboratory)
11372604,Nyasa,Ruvuma,Nyasa,Nyasa DC,Hospital - District Hospital
11338803,Nyasaka,Mwanza,Ilemela,Ilemela MC,Health Labs - Level IA2 (Dispensary Laboratory)
10681602,Nyasaka,Mwanza,Ilemela,Ilemela MC,Dispensary
10681808,Nyasamba,Shinyanga,Kishapu,Kishapu DC,Dispensary
10681906,Nyasaricho,Mara,Tarime,Tarime DC,Dispensary
10682004,Nyasato,Geita,Mbogwe,Mbogwe DC,Dispensary
10682102,Nyasato,Mwanza,Magu,Magu DC,Dispensary
10682200,Nyasembe,Geita,Geita,Geita DC,Dispensary
11235200,Nyasenga,Mwanza,Sengerema,Sengerema DC,Dispensary
10682308,Nyashana JWTZ,Mwanza,Nyamagana,Nyamagana MC,Clinic - Other Clinic
10682406,Nyashimba,Simiyu,Maswa,Maswa DC,Dispensary
10682503,Nyashimbi,Shinyanga,Shinyanga,Shinyanga DC,Dispensary
10682601,Nyasho,Mara,Musoma,Musoma MC,Health Center
10682709,Nyasirori,Mara,Butiama,Butiama DC,Dispensary
10682807,Nyasoko,Mara,Rorya,Rorya DC,Dispensary
10682905,Nyasoro,Mara,Rorya,Rorya DC,Dispensary
11475003,Nyatanga,Pwani,Mkuranga,Mkuranga DC,Dispensary
10942206,Nyatwali,Mara,Bunda,Bunda TC,Health Center
10683307,Nyaumata,Simiyu,Bariadi,Bariadi TC,Dispensary
10683405,Nyawa,Simiyu,Bariadi,Bariadi DC,Dispensary
11287804,Nyawilimilwa,Geita,Geita,Geita DC,Health Labs - Level IA2 (Dispensary Laboratory)
10675307,Nyawilimilwa,Geita,Geita,Geita DC,Dispensary
10683502,Nyegezi,Mwanza,Nyamagana,Nyamagana MC,Dispensary
11089403,Nyegina,Mara,Musoma,Musoma DC,Dispensary
10683904,Nyehunge,Mwanza,Sengerema,Buchosa DC,Health Center
10684100,Nyenge,Kigoma,Kasulu,Kasulu DC,Health Center
10684208,Nyengedi,Lindi,Lindi,Lindi DC,Dispensary
10684306,Nyenjele,Songwe,Momba,Momba DC,Dispensary
10684404,Nyenze,Shinyanga,Kishapu,Kishapu DC,Dispensary
10684501,Nyeregete,Mbeya,Mbarali,Mbarali DC,Dispensary
10684707,Nyerere,Mara,Serengeti,Serengeti DC,Hospital - Council Designated Hospital
11257409,Nyerere,Mara,Tarime,Tarime DC,Health Labs
10684609,Nyerere,Mwanza,Ilemela,Ilemela MC,Dispensary
10684903,Nyiboko,Mara,Serengeti,Serengeti DC,Dispensary
10685001,Nyichoka,Mara,Serengeti,Serengeti DC,Dispensary
11240604,Nyigo,Iringa,Mufindi,Mufindi DC,Dispensary
10685207,Nyijundu,Geita,Nyang'hwale,Nyang'hwale DC,Dispensary
10685305,Nyimbili,Songwe,Mbozi,Mbozi DC,Dispensary
10685403,Nyingwa,Morogoro,Morogoro,Morogoro DC,Dispensary
10685500,Nyololo,Iringa,Mufindi,Mufindi DC,Health Center
10685608,Nyololo,Iringa,Mufindi,Mufindi DC,Dispensary
10685706,Nyombo,Njombe,Njombe,Njombe DC,Dispensary
10685804,Nyoni,Ruvuma,Mbinga,Mbinga DC,Dispensary
10685902,Nyota Njema,Dar es Salaam,Kinondoni,Kinondoni MC,Maternity Home
11254803,Nyota Njema,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
11240409,Nyota Njema,Mtwara,Tandahimba,Tandahimba DC,Dispensary
10310905,Nyota ya Bahari,Pwani,Mkuranga,Mkuranga DC,Health Center
10686000,Nyugwa,Geita,Nyang'hwale,Nyang'hwale DC,Dispensary
10686206,Nyumba ya Mungu,Manyara,Simanjiro,Simanjiro DC,Dispensary
10930102,Nyumbani,Geita,Geita,Geita DC,Dispensary
11263107,Nyumbani,Dar es Salaam,Ubungo,Ubungo MC,Clinic - Specialized Polyclinic
10686304,Nyumbanitu,Njombe,Wanging'ombe,Wanging'ombe DC,Dispensary
10686402,Nyumbigwa,Kigoma,Kasulu,Kasulu TC,Dispensary
10686509,Nyumbu,Pwani,Kibaha,Kibaha TC,Health Center
10686607,Nyundo,Mtwara,Mtwara,Nanyamba TC,Dispensary
11394804,Nywelo,Tanga,Lushoto,Lushoto DC,Dispensary
10686705,Nzaga,Katavi,Mlele,Nsimbo DC,Dispensary
10686803,Nzasa,Dodoma,Dodoma,Dodoma MC,Dispensary
10686901,Nzega,Tabora,Nzega,Nzega DC,Hospital - District Hospital
10687107,Nzera,Geita,Geita,Geita DC,Hospital - District Hospital
10687205,Nzigala,Tabora,Uyui,Uyui DC,Dispensary
10687303,Nzihi,Iringa,Iringa,Iringa DC,Health Center
11098402,Nzivi,Iringa,Mufindi,Mufindi DC,Dispensary
10873307,Nzoka,Songwe,Momba,Momba DC,Dispensary
11369903,Nzovwe,Mbeya,Mbeya,Mbeya CC,Health Center
10687508,Nzubuka,Tabora,Uyui,Uyui DC,Dispensary
10687606,Nzugilo,Dodoma,Mpwapwa,Mpwapwa DC,Dispensary
10687704,Nzuguni,Dodoma,Dodoma,Dodoma MC,Dispensary
11189509,Nzumi,Rukwa,Sumbawanga,Sumbawanga DC,Dispensary
11381408,Nzumo,Morogoro,Kilosa,Kilosa DC,Dispensary
11139403,Nzunda,Mbeya,Rungwe,Rungwe DC,Dispensary
11195609,Nzunduka,Arusha,Arusha,Arusha CC,Health Labs - Level IA2 (Dispensary Laboratory)
11436804,O.T Classic,Mwanza,Ilemela,Ilemela MC,Health Labs - Level IA2 (Dispensary Laboratory)
11234407,Oasis Health Polyclinic,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - Other Clinic
11349409,OB,Dar es Salaam,Kinondoni,Kinondoni MC,Health Labs - Level IA2 (Dispensary Laboratory)
11433102,Obama,Dar es Salaam,Kigamboni,Kigamboni MC,Health Labs - Level IA2 (Dispensary Laboratory)
10688008,Ocean Road Cancer Institute (ORCI),Dar es Salaam,Ilala,Ilala MC,Hospital - Super Specialized Hospital at National Level
10688106,Ochuna,Mara,Rorya,Rorya DC,Dispensary
10688507,Okaoni,Kilimanjaro,Moshi,Moshi DC,Dispensary
10688703,Olarashi,Arusha,Monduli,Monduli DC,Dispensary
11083105,Olasiti Amani Cogi,Arusha,Arusha,Arusha CC,Dispensary
10688909,Olbalbal,Arusha,Ngorongoro,Ngorongoro DC,Dispensary
10689007,Olchoronyori,Manyara,Simanjiro,Simanjiro DC,Dispensary
11071207,Olchorovosi,Arusha,Arusha,Arusha DC,Dispensary
10689105,Old Arusha,Arusha,Arusha,Arusha CC,Health Center
10689203,Old Camp (JWTZ),Lindi,Nachingwea,Nachingwea DC,Dispensary
10689301,Old Maswa,Simiyu,Bariadi,Bariadi TC,Dispensary
10689506,Old Moshi Sec School,Kilimanjaro,Moshi,Moshi MC,Clinic - Other Clinic
10689604,Old Shinyanga,Shinyanga,Shinyanga,Shinyanga MC,Dispensary
10689702,Old Shinyanga JWTZ,Shinyanga,Shinyanga,Shinyanga MC,Dispensary
10689800,Oldadai,Arusha,Arusha,Arusha DC,Dispensary
10689908,Oldeani,Arusha,Karatu,Karatu DC,Health Center
10690004,Oldonyo Sambu,Arusha,Arusha,Arusha DC,Health Center
10969801,Oldonyosambu,Arusha,Ngorongoro,Ngorongoro DC,Dispensary
10690308,Oldonyosapuk,Arusha,Arusha,Arusha DC,Dispensary
10690406,Oldonyowasi,Arusha,Arusha,Arusha DC,Dispensary
11197108,Olekereto,Arusha,Ngorongoro,Ngorongoro DC,Health Labs - Level IA2 (Dispensary Laboratory)
10690503,Olele,Kilimanjaro,Rombo,Rombo DC,Dispensary
10690601,Olgilai,Arusha,Arusha,Arusha DC,Dispensary
10972003,Oljoro,Arusha,Arusha,Arusha DC,Dispensary
10688302,Oljoro 5,Manyara,Simanjiro,Simanjiro DC,Dispensary
10691003,Olkereyan,Arusha,Arusha,Arusha CC,Dispensary
10691101,Olkitikiti,Manyara,Kiteto,Kiteto DC,Dispensary
10691307,Olkokola,Arusha,Arusha,Arusha DC,Health Center
10691405,Olkokola RC,Arusha,Arusha,Arusha DC,Dispensary
10691502,Olmolog,Arusha,Longido,Longido DC,Dispensary
10691600,Olmoti,Arusha,Longido,Longido DC,Dispensary
11237805,Olmoti,Arusha,Arusha,Arusha CC,Dispensary
10691806,Oloipiri,Arusha,Ngorongoro,Ngorongoro DC,Dispensary
10691904,Oloirobi,Arusha,Ngorongoro,Ngorongoro DC,Dispensary
10692002,Ololoswakwan,Arusha,Ngorongoro,Ngorongoro DC,Dispensary
11072509,Olorien Community,Arusha,Arusha,Arusha CC,Dispensary
10998003,Olorieni,Arusha,Arusha,Arusha CC,Dispensary
10688400,Olpiro,Arusha,Ngorongoro,Ngorongoro DC,Dispensary
10692208,Oltrument,Arusha,Arusha,Arusha DC,Hospital - District Hospital
10692306,Oltukai,Arusha,Monduli,Monduli DC,Dispensary
11443609,Olympus,Mwanza,Ukerewe,Ukerewe DC,Health Labs - Level IA2 (Dispensary Laboratory)
11471604,Ombeni,Lindi,Nachingwea,Nachingwea DC,Dispensary
10692609,Omega,Mara,Musoma,Musoma MC,Hospital - Other Hospital
11219406,Omega,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - Dental Clinic
11331800,Omega,Mwanza,Sengerema,Sengerema DC,Health Labs - Level IA2 (Dispensary Laboratory)
11092907,Omega Optic,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - Eye Clinic
10692707,Omek Family,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
10692404,Omubweya,Kagera,Bukoba,Bukoba DC,Dispensary
11158105,Omulinga,Tabora,Tabora,Tabora MC,Health Center
10693001,Omurunazi,Kagera,Muleba,Muleba DC,Dispensary
10891706,Omurusimbi,Kagera,Karagwe,Karagwe DC,Dispensary
11299007,ONA optical Centre,Lindi,Lindi,Lindi MC,Clinic - Optometry Clinic
10865708,One way,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
11421400,Onesmo One Optical Centre,Singida,Singida,Singida MC,Clinic - Optometry Clinic
11286609,Onna Sight centre,Dodoma,Dodoma,Dodoma MC,Clinic - Optometry Clinic
11216702,OPD-MMC,Morogoro,Morogoro,Morogoro MC,Health Center
11402109,Oprah,Dar es Salaam,Temeke,Temeke MC,Health Center
11078102,Optic zone,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - Eye Clinic
11263508,Optical Centre,Dar es Salaam,Kinondoni,Kinondoni MC,Clinic - Optometry Clinic
11419002,Optical Centre (T)LTD Mbagala Brch,Dar es Salaam,Temeke,Temeke MC,Clinic - Optometry Clinic
11293101,Opticare,Tanga,Korogwe,Korogwe TC,Clinic - Optometry Clinic
10693403,Orkesumet,Manyara,Simanjiro,Simanjiro DC,Dispensary
10693500,Orkesumet,Manyara,Simanjiro,Simanjiro DC,Hospital - Council Designated Hospital
10693706,Orkesumet,Manyara,Simanjiro,Simanjiro DC,Health Center
10693608,Orkesumet TAG,Manyara,Simanjiro,Simanjiro DC,Dispensary
11390309,Orkine,Manyara,Kiteto,Kiteto DC,Dispensary
11246001,Ormekeke,Arusha,Ngorongoro,Ngorongoro DC,Dispensary
10982207,Osteti,Manyara,Kiteto,Kiteto DC,Dispensary
11449907,Oswe,Songwe,Mbozi,Mbozi DC,Dispensary
10694108,Ovada,Dodoma,Chemba,Chemba DC,Dispensary
10694206,Ovada VA,Dodoma,Chemba,Chemba DC,Dispensary
10694509,Oysterbay Police,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
